"acousticness","danceability","duration_ms","energy","explicit","instrumentalness","key","liveness","loudness","mode","popularity","release_date","speechiness","tempo","valence","year","season","pop_binary","pop_binom"
0.000823,0.746,202.134,0.872,"0",0.768,"0",0.202,-6.073,"1",15,2019-10-25,0.113,153.271,0.884,"2019","Fall",0,15
0.318,0.917,165.733,0.657,"1",3.62e-06,"8",0.0754,-5.716,"1",74,2019-11-07,0.0921,131.03,0.818,"2019","Fall",1,74
0.919,0.204,232.04,0.49,"0",0.963,"3",0.119,-14.079,"0",4,2019-12-06,0.0544,93.067,0.0323,"2019","Fall",0,4
0.264,0.647,182.338,0.706,"1",0,"6",0.114,-6.023,"0",72,2019-07-24,0.137,153.973,0.577,"2019","Summer",1,72
0.0144,0.371,317.427,0.618,"0",0,"7",0.824,-5.468,"1",14,2019-11-15,0.0348,97.898,0.438,"2019","Fall",0,14
0.874,0.509,143.467,0.307,"0",0,"1",0.701,-9.616,"0",72,2019-11-29,0.0307,85.471,0.392,"2019","Fall",1,72
0.321,0.359,201.53,0.669,"0",0.00262,"0",0.105,-7.714,"1",12,2019-12-13,0.0402,130.185,0.153,"2019","Fall",0,12
0.123,0.691,189.48,0.602,"1",0,"9",0.0637,-6.807,"0",73,2019-10-11,0.209,151.987,0.685,"2019","Fall",1,73
0.0141,0.497,185.747,0.656,"0",0,"7",0.0577,-6.716,"1",17,2019-12-13,0.0374,127.975,0.0884,"2019","Fall",0,17
0.256,0.682,159.736,0.919,"0",0,"0",0.442,-3.18,"0",73,2019-04-17,0.0875,95.982,0.535,"2019","Spring",1,73
0.00548,0.565,240.436,0.707,"0",0.189,"11",0.106,-6.732,"1",13,2019-12-13,0.0631,129.998,0.271,"2019","Fall",0,13
0.46,0.701,205.4,0.5,"0",0,"8",0.234,-8.82,"1",69,2019-11-01,0.0303,97.028,0.409,"2019","Fall",1,69
0.609,0.738,204.553,0.707,"0",0.38,"4",0.0625,-4.984,"0",19,2019-12-13,0.0585,130.004,0.174,"2019","Fall",0,19
0.0272,0.739,168.96,0.85,"0",0,"2",0.181,-3.966,"1",70,2019-05-31,0.0308,113,0.883,"2019","Spring",1,70
0.00174,0.536,187.667,0.916,"0",0.858,"8",0.331,-5.572,"0",14,2019-12-13,0.0452,135.017,0.196,"2019","Fall",0,14
0.312,0.584,213.573,0.684,"1",9.05e-05,"10",0.112,-4.314,"0",74,2019-08-15,0.567,210.164,0.72,"2019","Summer",1,74
0.00707,0.625,244.545,0.838,"0",0.00319,"9",0.54,-3.906,"0",11,2019-12-13,0.0645,127.956,0.0746,"2019","Fall",0,11
0.8,0.39,183.103,0.448,"0",0.182,"5",0.107,-8.57,"0",79,2019-10-29,0.0276,144.89,0.077,"2019","Fall",1,79
0.172,0.508,288.267,0.7,"0",4.98e-05,"9",0.141,-6.179,"1",3,2019-07-19,0.0244,98.557,0.634,"2019","Summer",0,3
0.077,0.886,158.692,0.479,"1",0,"4",0.135,-8.054,"0",71,2019-12-06,0.334,130.029,0.408,"2019","Fall",1,71
0.214,0.769,212.227,0.713,"0",0.366,"1",0.135,-6.337,"1",5,2019-01-15,0.0716,95.818,0.804,"2019","Winter",0,5
0.0334,0.721,221.714,0.716,"1",0.00084,"10",0.237,-7.037,"0",81,2019-10-12,0.0657,104.994,0.667,"2019","Fall",1,81
0.216,0.769,138.947,0.926,"0",0,"7",0.105,-6.552,"1",5,2019-01-15,0.269,150.63,0.633,"2019","Winter",0,5
0.618,0.758,192.08,0.436,"0",1.61e-05,"0",0.335,-7.269,"1",75,2019-12-13,0.0418,104.959,0.605,"2019","Fall",1,75
0.0773,0.697,208.253,0.899,"0",0.000241,"8",0.571,-5.356,"0",5,2019-01-15,0.0653,99.524,0.783,"2019","Winter",0,5
0.014,0.83,146.773,0.504,"1",2.74e-05,"11",0.11,-8.92,"1",69,2019-09-20,0.452,157.004,0.15,"2019","Fall",1,69
0.129,0.357,175.417,0.885,"0",0.884,"10",0.0877,-2.823,"0",7,2019-12-27,0.274,179.987,0.181,"2019","Winter",0,7
0.0129,0.811,222.4,0.719,"0",1.36e-05,"9",0.0742,-6.553,"1",73,2019-08-23,0.0497,103.979,0.865,"2019","Summer",1,73
0.576,0.46,215.747,0.612,"0",0,"2",0.204,-8.76,"1",5,2019-07-19,0.0291,97.643,0.586,"2019","Summer",0,5
0.017,0.734,270.741,0.836,"0",1.64e-05,"10",0.179,-4.803,"0",78,2019-08-22,0.0735,80.002,0.623,"2019","Summer",1,78
0.139,0.661,231.187,0.837,"0",2.15e-05,"9",0.14,-6.539,"1",3,2019-07-19,0.0331,141.042,0.967,"2019","Summer",0,3
0.000248,0.529,104.591,0.9,"0",1.21e-05,"1",0.0426,-3.503,"1",73,2019-10-25,0.418,180.291,0.434,"2019","Fall",1,73
0.00633,0.393,137.075,0.972,"0",2.56e-05,"9",0.365,-2.731,"1",14,2020-02-14,0.108,88.086,0.543,"2020","Winter",0,14
0.144,0.929,132.024,0.7,"1",0,"0",0.349,-5.595,"0",77,2020-04-10,0.0906,120.009,0.802,"2020","Spring",1,77
0.00198,0.525,85.378,0.916,"0",0.00377,"4",0.43,-9.085,"0",42,2020-12-11,0.13,135,0.605,"2020","Fall",0,42
0.853,0.794,342.04,0.32,"0",0.134,"1",0.112,-12.92,"0",77,2020-01-17,0.173,174.088,0.241,"2020","Winter",1,77
9.47e-06,0.372,56.053,0.99,"0",0.847,"9",0.336,-8.471,"1",42,2020-12-11,0.0623,136.97,0.654,"2020","Fall",0,42
0.021,0.86,172.127,0.758,"0",6.54e-05,"11",0.344,-5.16,"1",83,2020-02-28,0.0695,97.014,0.453,"2020","Winter",1,83
0.919,0.12,277.199,0.479,"0",0.94,"9",0.142,-17.796,"0",35,2020-12-04,0.0644,72.822,0.0488,"2020","Fall",0,35
0.0947,0.688,191.526,0.881,"0",0,"7",0.0804,-4.889,"0",83,2020-11-27,0.0474,123.013,0.677,"2020","Fall",1,83
0.876,0.702,192,0.52,"0",0.074,"9",0.0572,-11.963,"0",29,2020-12-17,0.169,100.007,0.679,"2020","Winter",0,29
0.402,0.9,170.972,0.603,"0",4.81e-06,"2",0.134,-5.313,"1",82,2020-02-28,0.0646,129.928,0.824,"2020","Winter",1,82
0.0541,0.461,309.055,0.736,"0",0.644,"10",0.697,-9.193,"1",28,2020-12-04,0.0539,160.01,0.455,"2020","Fall",0,28
0.774,0.583,110.129,0.344,"1",0,"2",0.143,-8.765,"1",76,2020-02-07,0.0559,65.203,0.581,"2020","Winter",1,76
3.04e-05,0.466,56.053,0.983,"0",0.922,"7",0.141,-8.285,"1",42,2020-12-11,0.0586,136.996,0.719,"2020","Fall",0,42
0.00728,0.686,172.005,0.703,"1",0,"6",0.0946,-6.141,"0",79,2020-01-31,0.0606,144.902,0.457,"2020","Winter",1,79
4.31e-05,0.571,42.667,0.993,"0",0.99,"9",0.327,-8.446,"0",42,2020-12-11,0.0662,134.997,0.453,"2020","Fall",0,42
0.0236,0.775,234.627,0.72,"1",0,"11",0.114,-5.353,"0",78,2020-03-06,0.193,155.086,0.49,"2020","Winter",1,78
0.00344,0.668,352.322,0.737,"0",0.771,"7",0.362,-9.066,"1",28,2020-12-04,0.0496,115.018,0.404,"2020","Fall",0,28
0.153,0.848,195.649,0.457,"1",0,"0",0.115,-10.118,"1",78,2020-10-30,0.293,100.018,0.227,"2020","Fall",1,78
0.000511,0.459,85.333,0.947,"0",0,"11",0.578,-9.195,"0",42,2020-12-11,0.0484,134.947,0.554,"2020","Fall",0,42
0.00786,0.637,162.399,0.69,"0",0,"1",0.124,-4.057,"0",85,2020-09-18,0.0405,129.857,0.457,"2020","Fall",1,85
1.61e-05,0.471,70.573,0.951,"0",0.0119,"11",0.382,-8.442,"0",42,2020-12-11,0.0535,135.997,0.397,"2020","Fall",0,42
0.556,0.646,199.787,0.758,"1",0.00316,"4",0.335,-7.75,"0",76,2020-12-11,0.0708,172.995,0.0642,"2020","Fall",1,76
0.0514,0.33,61.24,0.728,"0",0,"0",0.68,-13.091,"0",36,2020-12-11,0.379,73.378,0.258,"2020","Fall",0,36
0.146,0.868,182.857,0.638,"1",0.0565,"2",0.0931,-7.746,"1",77,2020-08-14,0.0736,126.03,0.459,"2020","Summer",1,77
1.65e-05,0.47,71.107,0.988,"0",0.926,"1",0.113,-7.633,"1",42,2020-12-11,0.0436,134.979,0.716,"2020","Fall",0,42
0.268,0.867,173.288,0.744,"1",0,"2",0.0713,-5.171,"1",77,2020-03-19,0.227,84.005,0.645,"2020","Spring",1,77
0.00441,0.508,49.676,0.887,"0",0.987,"4",0.127,-8.721,"0",42,2020-12-11,0.137,135.215,0.648,"2020","Fall",0,42
0.00839,0.852,180.645,0.698,"0",1.03e-06,"9",0.0773,-7.206,"1",82,2020-01-17,0.0629,113.039,0.324,"2020","Winter",1,82
0.00158,0.447,111.307,0.999,"0",0.0104,"8",0.53,-9.22,"1",42,2020-12-11,0.0674,137.95,0.459,"2020","Fall",0,42
0.0016,0.943,218.333,0.641,"1",0,"1",0.211,-5.598,"1",76,2020-06-20,0.191,99.099,0.242,"2020","Summer",1,76
3.02e-06,0.385,84.72,0.972,"0",0.249,"1",0.254,-7.873,"1",42,2020-12-11,0.062,136.012,0.723,"2020","Fall",0,42
0.00883,0.702,203.064,0.825,"0",0,"6",0.0674,-3.787,"0",85,2020-03-27,0.0601,102.977,0.915,"2020","Spring",1,85
9.53e-06,0.462,98.827,0.993,"0",0.911,"6",0.272,-7.387,"1",41,2020-12-11,0.0632,136.015,0.614,"2020","Fall",0,41
0.00115,0.705,223.279,0.814,"0",0.00312,"4",0.203,-5.466,"0",85,2020-08-14,0.0346,110,0.259,"2020","Summer",1,85
2.42e-05,0.533,98.813,0.888,"0",0.00492,"11",0.172,-9.885,"0",41,2020-12-11,0.0755,135.99,0.317,"2020","Fall",0,41
0.146,0.692,142,0.774,"1",0,"7",0.155,-4.385,"0",81,2020-12-04,0.0872,98.066,0.533,"2020","Fall",1,81
0.479,0.472,279.171,0.324,"0",0,"10",0.107,-7.779,"1",32,2020-05-27,0.0277,139.776,0.11,"2020","Spring",0,32
0.127,0.707,134.24,0.955,"0",0,"10",0.202,-4.593,"0",83,2020-01-23,0.222,125.989,0.575,"2020","Winter",1,83
4.77e-05,0.45,82.28,0.967,"0",0.731,"1",0.444,-9.194,"1",41,2020-12-11,0.0525,139.994,0.768,"2020","Fall",0,41
0.835,0.689,180.653,0.704,"0",4.83e-06,"9",0.134,-10.813,"1",77,2020-12-11,0.245,151.884,0.92,"2020","Fall",1,77
6.14e-05,0.449,70.613,0.988,"0",0.909,"9",0.0998,-9.433,"1",41,2020-12-11,0.0558,136.039,0.653,"2020","Fall",0,41
0.17,0.654,186.749,0.452,"1",0,"7",0.114,-6.36,"1",77,2020-07-10,0.0439,138.034,0.532,"2020","Summer",1,77
0.00854,0.531,90.653,0.751,"0",0.181,"8",0.174,-11.09,"1",41,2020-12-11,0.0623,137.303,0.63,"2020","Fall",0,41
0.321,0.834,247.059,0.454,"1",6.15e-06,"1",0.114,-9.75,"0",83,2020-04-03,0.201,81.618,0.837,"2020","Spring",1,83
0.000129,0.444,83.48,0.962,"0",0.0303,"1",0.396,-10.61,"1",41,2020-12-11,0.167,138.035,0.434,"2020","Fall",0,41
0.00103,0.792,92.856,0.829,"1",0.0755,"2",0.582,-6.612,"1",78,2020-03-06,0.256,93.044,0.17,"2020","Winter",1,78
3.28e-05,0.426,104.347,0.974,"0",0.921,"1",0.324,-9.134,"1",41,2020-12-11,0.0492,138.004,0.644,"2020","Fall",0,41
0.349,0.825,190.331,0.733,"1",0,"1",0.112,-5.625,"0",76,2020-10-02,0.0969,97.974,0.62,"2020","Fall",1,76
0.544,0.386,346.268,0.515,"0",0.878,"9",0.548,-12.297,"1",28,2020-12-04,0.164,160.437,0.142,"2020","Fall",0,28
0.0805,0.581,206.046,0.584,"0",0,"2",0.366,-4.928,"1",76,2020-12-04,0.284,179.954,0.756,"2020","Fall",1,76
0.000251,0.447,105.333,0.995,"0",0.0233,"1",0.601,-7.82,"1",41,2020-12-11,0.0832,138.998,0.274,"2020","Fall",0,41
0.291,0.66,180.129,0.76,"1",0,"2",0.632,-5.726,"1",77,2020-07-10,0.0787,127.984,0.394,"2020","Summer",1,77
0.33,0.614,166.024,0.782,"0",0,"1",0.115,-4.925,"1",25,2020-11-20,0.0317,90.006,0.75,"2020","Fall",0,25
0.166,0.601,174.72,0.649,"1",3.35e-05,"7",0.165,-6.979,"1",78,2020-01-29,0.133,89.73,0.351,"2020","Winter",1,78
2.41e-06,0.384,48.693,0.996,"0",0.984,"6",0.309,-9.399,"0",41,2020-12-11,0.145,137.996,0.455,"2020","Fall",0,41
0.143,0.591,205.473,0.585,"1",0,"2",0.109,-6.35,"1",80,2020-01-17,0.0277,110.94,0.324,"2020","Winter",1,80
1.13e-05,0.452,41.772,0.978,"0",0.929,"10",0.38,-9.935,"0",40,2020-12-11,0.0578,137.993,0.978,"2020","Fall",0,40
0.128,0.616,177.273,0.617,"1",0,"1",0.177,-8.431,"1",77,2020-09-25,0.52,175.929,0.476,"2020","Fall",1,77
2.08e-05,0.4,82.307,0.933,"0",0.00462,"7",0.735,-8.372,"1",40,2020-12-11,0.079,139.994,0.171,"2020","Fall",0,40
0.0493,0.369,174.068,0.845,"1",0,"0",0.416,-3.449,"0",77,2020-04-03,0.0611,78.532,0.782,"2020","Spring",1,77
2.87e-06,0.302,41.747,0.997,"0",0.89,"1",0.398,-8.043,"1",41,2020-12-11,0.088,137.979,0.534,"2020","Fall",0,41
0.3,0.806,212.867,0.546,"0",0,"9",0.102,-6.637,"1",82,2020-02-14,0.0575,147.986,0.874,"2020","Winter",1,82
1.79e-06,0.496,36.36,0.956,"0",0.0882,"0",0.386,-8.11,"0",40,2020-12-11,0.109,138.473,0.69,"2020","Fall",0,40
0.81,0.847,120,0.448,"1",1.35e-05,"0",0.325,-10.14,"1",77,2020-03-06,0.416,79.975,0.488,"2020","Winter",1,77
0.924,0.709,158.551,0.261,"0",3.52e-05,"8",0.15,-10.459,"1",31,2020-12-25,0.148,134.425,0.558,"2020","Winter",0,31
0.151,0.721,192.745,0.745,"1",1.24e-06,"7",0.372,-3.508,"0",84,2020-11-06,0.0366,90.988,0.699,"2020","Fall",1,84
4.82e-06,0.385,54.88,0.952,"0",0.129,"11",0.64,-7.792,"1",41,2020-12-11,0.0421,140.208,0.757,"2020","Fall",0,41
0.0946,0.807,227.52,0.606,"1",0,"3",0.119,-8.871,"0",83,2020-05-09,0.088,92.988,0.304,"2020","Spring",1,83
1.42e-05,0.438,83.453,0.976,"0",0.423,"1",0.566,-9.861,"1",40,2020-12-11,0.0749,137.954,0.604,"2020","Fall",0,40
0.42,0.547,254.95,0.605,"0",0,"8",0.125,-6.755,"1",83,2020-11-20,0.0415,121.953,0.364,"2020","Fall",1,83
0.00186,0.484,62.813,0.981,"0",0.0928,"1",0.117,-8.855,"1",40,2020-12-11,0.0559,137.383,0.51,"2020","Fall",0,40
0.0375,0.812,180.947,0.8,"0",0.000112,"11",0.0638,-4.282,"1",83,2020-10-02,0.077,130.036,0.357,"2020","Fall",1,83
1.82e-05,0.508,41.744,0.915,"0",0.824,"9",0.253,-9.098,"0",40,2020-12-11,0.0578,138.051,0.59,"2020","Fall",0,40
0.0127,0.59,252.729,0.618,"1",0,"1",0.244,-5.756,"1",75,2020-06-12,0.334,96.459,0.153,"2020","Spring",1,75
7.66e-06,0.368,55.44,0.995,"0",0.946,"1",0.301,-9.071,"1",40,2020-12-11,0.104,138.669,0.556,"2020","Fall",0,40
0.146,0.582,179.153,0.868,"0",0,"11",0.103,-3.927,"1",74,2020-05-08,0.0522,90.105,0.555,"2020","Spring",1,74
0.00372,0.726,234.331,0.858,"0",0.91,"7",0.0807,-9.852,"1",25,2020-03-03,0.0462,126.981,0.353,"2020","Winter",0,25
0.356,0.796,128.014,0.426,"1",2.73e-05,"1",0.0941,-13.207,"1",75,2020-10-02,0.285,150.043,0.649,"2020","Fall",1,75
0.000159,0.453,42.312,0.998,"0",0.959,"1",0.119,-7.28,"1",40,2020-12-11,0.115,136.057,0.433,"2020","Fall",0,40
0.538,0.661,147.548,0.665,"1",0,"4",0.0981,-6.356,"0",76,2020-07-10,0.053,75.059,0.486,"2020","Summer",1,76
0.207,0.747,288.018,0.656,"0",0.000818,"2",0.0718,-8.274,"0",32,2020-10-14,0.0328,113.009,0.962,"2020","Fall",0,32
0.627,0.375,223.27,0.461,"0",0,"9",0.386,-6.202,"1",80,2020-02-14,0.0279,75.217,0.233,"2020","Winter",1,80
0.112,0.649,32.88,0.782,"0",0,"11",0.601,-7.595,"0",32,2020-12-17,0.364,116.575,0.9,"2020","Winter",0,32
0.132,0.79,214.707,0.646,"0",0,"5",0.295,-5.878,"1",74,2020-02-14,0.0447,138.047,0.641,"2020","Winter",1,74
0.0815,0.687,31.375,0.58,"0",0,"4",0.611,-6.731,"0",35,2020-12-24,0.302,129.043,0.848,"2020","Winter",0,35
0.0406,0.621,237.8,0.873,"0",9.1e-06,"5",0.0824,-3.067,"0",79,2020-02-14,0.0369,97.96,0.873,"2020","Winter",1,79
0.00051,0.323,33.834,0.855,"0",1.77e-06,"7",0.451,-6.965,"1",35,2020-12-24,0.0637,127.105,0.712,"2020","Winter",0,35
0.149,0.776,204,0.64,"1",0,"7",0.101,-8.058,"1",76,2020-05-15,0.184,160.038,0.326,"2020","Spring",1,76
0.601,0,163.077,0.268,"0",0.821,"0",0.0525,-12.754,"1",25,2020-03-18,0,0,0,"2020","Spring",0,25
0.1,0.538,170.173,0.745,"0",0,"8",0.063,-5.774,"1",74,2020-07-24,0.0387,165.755,0.669,"2020","Summer",1,74
0.996,0.601,211,0.0455,"0",0.949,"0",0.0924,-21.653,"1",28,2020-06-12,0.109,73.657,0.0826,"2020","Spring",0,28
0.0814,0.772,200.733,0.506,"1",1.1e-05,"6",0.182,-6.558,"0",77,2020-10-30,0.139,127.894,0.456,"2020","Fall",1,77
0.491,0.68,31.8,0.556,"0",0,"1",0.266,-7.878,"1",31,2020-12-24,0.463,85.716,0.821,"2020","Winter",0,31
0.119,0.689,175.28,0.582,"0",0.00464,"5",0.101,-6.778,"1",74,2020-10-02,0.0236,99.021,0.883,"2020","Fall",1,74
0.0525,0.491,31.25,0.719,"0",0,"5",0.527,-7.039,"1",35,2020-12-24,0.206,140.433,0.634,"2020","Winter",0,35
0.835,0.392,214.707,0.579,"0",0.00179,"7",0.145,-9.195,"1",81,2020-12-10,0.164,80.961,0.549,"2020","Fall",1,81
0.095,0.342,45.622,0.627,"0",0,"10",0.143,-11.625,"1",31,2020-12-31,0.335,211.749,0.159,"2020","Winter",0,31
0.00255,0.72,91.171,0.74,"1",2.55e-06,"1",0.303,-3.815,"1",79,2020-06-25,0.0646,157.953,0.172,"2020","Summer",1,79
0.0659,0.744,196.759,0.897,"0",0,"1",0.225,-4.378,"1",39,2020-12-22,0.121,124.976,0.721,"2020","Winter",0,39
0.0103,0.781,169.333,0.67,"0",0,"3",0.0761,-3.912,"0",84,2020-11-27,0.0452,127.99,0.595,"2020","Fall",1,84
0.00289,0.49,37.37,0.643,"0",5.33e-05,"7",0.219,-7.272,"1",32,2020-12-24,0.0682,125.421,0.92,"2020","Winter",0,32
0.168,0.567,176.65,0.545,"1",0,"1",0.112,-6.668,"0",76,2020-07-10,0.0448,174.146,0.234,"2020","Summer",1,76
0.0345,0.607,32.88,0.742,"0",0,"1",0.763,-7.566,"1",30,2020-12-10,0.303,130.064,0.769,"2020","Fall",0,30
0.165,0.89,114.865,0.53,"1",0,"9",0.106,-9.891,"1",78,2020-06-26,0.362,127.889,0.644,"2020","Summer",1,78
0.0218,0.558,443.586,0.96,"0",0.875,"6",0.656,-8.103,"1",25,2020-12-11,0.059,145.025,0.309,"2020","Fall",0,25
0.012,0.425,189.125,0.743,"1",0,"11",0.709,-5.54,"0",77,2020-05-15,0.148,84.748,0.344,"2020","Spring",1,77
0.0678,0.565,248.344,0.692,"0",0,"10",0.367,-5.742,"0",24,2020-06-26,0.197,174.189,0.884,"2020","Summer",0,24
0.0739,0.677,192.358,0.685,"1",0,"4",0.107,-5.643,"0",80,2020-12-11,0.0505,91.008,0.177,"2020","Fall",1,80
0.000832,0.142,450.297,0.752,"0",2.22e-06,"7",0.306,-2.133,"1",23,2020-10-30,0.0778,160.938,0.203,"2020","Fall",0,23
0.000469,0.554,218.333,0.899,"1",0.000365,"6",0.0867,-4.149,"0",74,2020-12-29,0.0385,157.995,0.556,"2020","Winter",1,74
0.144,0.639,34.76,0.737,"0",0,"11",0.378,-7.332,"0",31,2020-12-24,0.322,134.801,0.926,"2020","Winter",0,31
0.473,0.644,161.765,0.587,"1",0,"7",0.0759,-6.736,"0",76,2020-02-14,0.353,173.972,0.68,"2020","Winter",1,76
0.000152,0.605,209.971,0.906,"0",0.409,"7",0.14,-8.093,"0",24,2020-03-03,0.0459,128.003,0.184,"2020","Winter",0,24
0.00225,0.891,170.267,0.552,"1",2.18e-06,"1",0.162,-6.877,"1",76,2020-12-18,0.223,135.976,0.455,"2020","Winter",1,76
0.00195,0.781,842.311,0.713,"0",0.502,"10",0.0857,-9.408,"0",32,2020-11-27,0.0531,129.993,0.0957,"2020","Fall",0,32
0.0563,0.83,200.673,0.583,"1",5e-04,"0",0.109,-2.052,"1",78,2020-04-17,0.0412,134,0.146,"2020","Spring",1,78
0.0177,0.489,230.4,0.873,"0",0.556,"6",0.0451,-11.054,"1",24,2020-03-03,0.0432,124.965,0.71,"2020","Winter",0,24
0.0703,0.552,208.457,0.599,"0",0,"1",0.0986,-5.75,"0",78,2020-10-30,0.0404,161.884,0.0916,"2020","Fall",1,78
0.325,0.737,263.226,0.778,"0",0.807,"8",0.0942,-12.257,"1",24,2020-03-03,0.0379,123.996,0.403,"2020","Winter",0,24
0.247,0.697,203.893,0.535,"0",0,"4",0.569,-6.504,"1",78,2020-09-16,0.068,82.959,0.594,"2020","Fall",1,78
1.75e-05,0.53,225,0.912,"0",0.979,"6",0.114,-8.685,"0",24,2020-03-03,0.04,128.067,0.96,"2020","Winter",0,24
0.317,0.811,212.869,0.553,"0",0,"9",0.105,-6.644,"1",80,2020-02-07,0.0552,148.014,0.86,"2020","Winter",1,80
0.0174,0.802,181.417,0.617,"0",0.94,"10",0.0732,-10.619,"1",24,2020-03-03,0.111,127,0.569,"2020","Winter",0,24
0.0286,0.585,197.53,0.641,"1",0,"6",0.316,-4.269,"0",75,2020-02-28,0.133,88.284,0.266,"2020","Winter",1,75
0.00013,0.707,204.59,0.557,"0",0.858,"0",0.27,-9.824,"1",24,2020-03-03,0.0408,121.997,0.616,"2020","Winter",0,24
0.109,0.6,195.268,0.723,"1",0,"6",0.167,-4.928,"0",76,2020-07-24,0.158,149.881,0.463,"2020","Summer",1,76
0.0103,0.716,245.76,0.825,"0",0.88,"1",0.121,-12.319,"0",24,2020-03-03,0.043,124.95,0.475,"2020","Winter",0,24
0.0118,0.863,176.75,0.633,"1",0,"10",0.285,-5.002,"0",75,2020-03-06,0.287,163.991,0.545,"2020","Winter",1,75
2.01e-06,0.769,165,0.82,"0",0.894,"2",0.0707,-7.942,"1",24,2020-03-03,0.0557,127.991,0.398,"2020","Winter",0,24
0.293,0.798,132.227,0.528,"1",1e-06,"11",0.0727,-8.908,"1",77,2020-06-10,0.042,149.995,0.728,"2020","Spring",1,77
0.000851,0.646,270.742,0.716,"0",0.757,"1",0.179,-11.665,"1",24,2020-03-03,0.0282,124.008,0.53,"2020","Winter",0,24
0.0252,0.843,155.497,0.741,"1",0,"11",0.096,-5.609,"1",79,2020-03-06,0.334,168.983,0.68,"2020","Winter",1,79
0.000202,0.541,166.957,0.953,"0",0.899,"0",0.184,-8.749,"1",24,2020-03-03,0.0487,138.079,0.293,"2020","Winter",0,24
0.512,0.718,189.653,0.712,"0",0.00121,"11",0.104,-4.366,"1",88,2020-07-10,0.174,180.034,0.531,"2020","Summer",1,88
3.84e-05,0.621,166.88,0.792,"0",0.9,"5",0.133,-6.935,"1",24,2020-03-03,0.0246,127.977,0.347,"2020","Winter",0,24
0.424,0.738,136.839,0.621,"0",7.39e-06,"0",0.692,-7.313,"1",83,2020-07-24,0.0486,113.968,0.715,"2020","Summer",1,83
0.00851,0.496,193.043,0.932,"0",0.0525,"7",0.267,-4.943,"1",24,2020-03-03,0.0316,137.985,0.132,"2020","Winter",0,24
0.0631,0.888,116.361,0.833,"1",0,"6",0.106,-6.546,"0",75,2020-12-25,0.0737,130.054,0.948,"2020","Winter",1,75
0.00428,0.495,139.13,0.897,"0",0.107,"2",0.183,-9.011,"0",24,2020-03-03,0.0354,137.999,0.314,"2020","Winter",0,24
0.606,0.713,187.587,0.47,"1",1.35e-05,"9",0.306,-8.698,"1",76,2020-03-06,0.0864,84.518,0.0825,"2020","Winter",1,76
0.00071,0.241,45.297,0.88,"0",0.000139,"1",0.528,-6.867,"1",35,2020-12-31,0.211,138.286,0.565,"2020","Winter",0,35
0.00574,0.847,193.591,0.733,"1",1.04e-05,"10",0.151,-6.439,"0",75,2020-10-02,0.16,130.029,0.202,"2020","Fall",1,75
0.0689,0.591,31.4,0.625,"0",0,"0",0.672,-7.557,"1",30,2020-12-24,0.308,107.444,0.625,"2020","Winter",0,30
0.331,0.797,135.878,0.755,"0",2.26e-06,"2",0.124,-5.393,"1",79,2020-11-23,0.0293,129.955,0.411,"2020","Fall",1,79
0.000703,0.405,271.134,0.956,"0",0.71,"6",0.371,-9.464,"1",33,2020-12-28,0.045,141.547,0.227,"2020","Winter",0,33
0.00534,0.684,135.122,0.693,"1",0,"4",0.506,-6.651,"0",75,2020-12-25,0.0339,134.988,0.108,"2020","Winter",1,75
0.00177,0.549,405.987,0.963,"0",0.199,"5",0.384,-4.411,"1",34,2020-12-25,0.056,124.372,0.172,"2020","Winter",0,34
0.038,0.389,183.567,0.768,"1",0,"1",0.119,-4.765,"1",78,2020-07-24,0.256,90.146,0.334,"2020","Summer",1,78
0.207,0.685,35.9,0.698,"0",0,"4",0.785,-7.145,"0",30,2020-12-24,0.175,92.377,0.783,"2020","Winter",0,30
0.519,0.411,239.949,0.522,"0",0,"0",0.398,-7.295,"1",77,2020-10-30,0.0981,88.332,0.382,"2020","Fall",1,77
0.0119,0.809,141.64,0.869,"0",0.837,"7",0.0913,-7.856,"1",24,2020-01-01,0.0509,122.01,0.971,"2020","Winter",0,24
0.0464,0.86,162.151,0.725,"1",9.1e-05,"11",0.0994,-6.7,"1",81,2020-11-27,0.249,145.001,0.375,"2020","Fall",1,81
0.00839,0.637,185.803,0.581,"0",0.0777,"8",0.114,-10.073,"0",24,2020-01-01,0.0553,123.912,0.488,"2020","Winter",0,24
0.000532,0.355,170.373,0.706,"0",0,"5",0.264,-6.164,"1",74,2020-11-11,0.0309,174.005,0.523,"2020","Fall",1,74
0.00012,0.769,193.548,0.818,"0",0.888,"7",0.153,-9.66,"1",24,2020-01-01,0.0526,124.006,0.49,"2020","Winter",0,24
0.167,0.73,221.82,0.729,"0",1.39e-06,"4",0.349,-3.434,"0",85,2020-03-27,0.0883,113.013,0.467,"2020","Spring",1,85
0.000427,0.802,219.257,0.703,"0",0.182,"1",0.0878,-10.408,"1",24,2020-01-01,0.0412,116.007,0.885,"2020","Winter",0,24
0.294,0.904,167.184,0.252,"1",0,"5",0.104,-17.54,"0",75,2020-04-03,0.11,117.994,0.227,"2020","Spring",1,75
0.27,0.853,185.805,0.381,"0",0.95,"7",0.108,-11.549,"1",24,2020-01-01,0.0552,123.994,0.288,"2020","Winter",0,24
0.0123,0.793,183.29,0.793,"0",0,"11",0.0951,-4.521,"0",85,2020-03-27,0.083,123.95,0.679,"2020","Spring",1,85
