"acousticness","danceability","duration_ms","energy","explicit","instrumentalness","key","liveness","loudness","mode","popularity","release_date","speechiness","tempo","valence","year","season","pop_binary","pop_binom"
0.0297,0.545,33.172,0.774,"0",0,"7",0.469,-10.637,"1",0,2017-11-30,0.2,83.816,0.329,"2017","Fall",0,0
0.00251,0.482,245.861,0.946,"1",0,"4",0.0466,-3.23,"0",65,2017-12-15,0.0852,135.071,0.284,"2017","Winter",1,65
0.338,0.722,34.625,0.489,"0",0,"8",0.56,-11.317,"1",0,2017-11-16,0.597,109.484,0.906,"2017","Fall",0,0
0.0469,0.142,150.444,0.91,"0",0.957,"5",0.509,-20.77,"0",65,2017-01-09,0.115,65.291,0.0135,"2017","Winter",1,65
0.00389,0.361,45.156,0.625,"0",3.03e-05,"7",0.455,-10.99,"1",1,2017-11-09,0.038,133.554,0.351,"2017","Fall",0,1
0.131,0.711,215.933,0.602,"0",0,"7",0.0633,-5.698,"1",62,2017-12-06,0.0691,110.947,0.823,"2017","Fall",1,62
0.386,0.609,35.074,0.628,"0",0,"8",0.229,-7.672,"1",0,2017-12-14,0.479,83.046,0.882,"2017","Fall",0,0
0.0297,0.563,188.933,0.887,"0",0,"1",0.352,-5.013,"1",61,2017-09-22,0.0857,158.05,0.794,"2017","Fall",1,61
0.00326,0.807,434.083,0.823,"0",0.908,"8",0.0699,-4.211,"0",0,2018-07-26,0.0746,124.003,0.455,"2018","Summer",0,0
0.0483,0.649,150,0.538,"1",0.401,"0",0.0928,-9.793,"0",71,2017-07-01,0.0918,160.075,0.355,"2017","Summer",1,71
0.214,0.521,36.875,0.652,"0",0,"11",0.532,-11.262,"0",1,2017-10-26,0.367,90.688,0.597,"2017","Fall",0,1
0.543,0.718,274.274,0.628,"1",0,"10",0.116,-6.007,"0",65,2017-08-25,0.223,92.107,0.722,"2017","Summer",1,65
0.00808,0.262,88.215,0.547,"0",1.2e-05,"11",0.763,-10.289,"0",0,2017-11-16,0.0419,135.73,0.115,"2017","Fall",0,0
0.947,0.215,232.373,0.263,"0",0.00028,"11",0.0919,-14.416,"1",64,2017-09-22,0.0378,172.332,0.307,"2017","Fall",1,64
0.0451,0.458,33.68,0.581,"0",0,"1",0.307,-9.983,"1",0,2017-11-16,0.251,161.77,0.683,"2017","Fall",0,0
0.514,0.618,120.375,0.46,"0",2.61e-05,"11",0.0958,-7.342,"1",62,2017-12-22,0.0239,79.989,0.55,"2017","Winter",1,62
0.0579,0.469,38.906,0.75,"0",0,"11",0.409,-11.078,"0",0,2017-11-16,0.212,67.395,0.444,"2017","Fall",0,0
0.138,0.24,174.66,0.998,"0",0.997,"11",0.945,-23.585,"0",65,2017-01-09,0.051,46.366,1e-05,"2017","Winter",1,65
0.0451,0.502,41.67,0.705,"0",0,"11",0.32,-11.057,"0",0,2017-11-16,0.117,129.781,0.651,"2017","Fall",0,0
0.595,0.748,156.078,0.802,"1",0.000678,"5",0.113,-6.271,"1",65,2017-11-29,0.113,159.984,0.874,"2017","Fall",1,65
0.000401,0.316,32.594,0.663,"0",1.24e-06,"5",0.28,-10.597,"1",1,2017-10-26,0.0572,136.747,0.4,"2017","Fall",0,1
0.265,0.488,208.72,0.637,"0",0,"10",0.106,-7.63,"1",61,2017-08-04,0.0401,88.865,0.23,"2017","Summer",1,61
0.234,0.661,40,0.672,"0",0,"11",0.491,-11.066,"0",1,2017-11-02,0.285,130.415,0.815,"2017","Fall",0,1
0.0231,0.467,196.467,0.715,"0",0,"0",0.144,-5.076,"1",61,2017-09-15,0.0327,156.095,0.374,"2017","Fall",1,61
0.253,0.574,57.512,0.809,"0",0,"7",0.259,-6.874,"1",0,2017-12-14,0.269,134.441,0.511,"2017","Fall",0,0
0.794,0.485,207.267,0.306,"0",0,"0",0.122,-8.431,"1",61,2017-09-22,0.0409,203.729,0.224,"2017","Fall",1,61
0.11,0.556,37.008,0.706,"0",0,"11",0.834,-10.738,"0",0,2017-11-09,0.282,129.884,0.548,"2017","Fall",0,0
0.00754,0.582,261.373,0.821,"0",2.1e-06,"0",0.818,-4.861,"1",63,2017-11-10,0.0365,100.025,0.468,"2017","Fall",1,63
0.0134,0.376,74.375,0.68,"0",2.28e-06,"11",0.72,-10.43,"0",0,2017-11-09,0.153,136.137,0.563,"2017","Fall",0,0
0.418,0.566,227.556,0.447,"0",0.00443,"1",0.114,-8.303,"1",60,2017-10-09,0.0372,101.171,0.0394,"2017","Fall",1,60
0.124,0.51,41,0.611,"0",0,"1",0.637,-11.43,"1",1,2017-11-02,0.263,97.625,0.215,"2017","Fall",0,1
0.165,0.635,309.12,0.324,"1",4.18e-06,"6",0.108,-9.51,"0",63,2017-09-29,0.0769,117.863,0.0741,"2017","Fall",1,63
0.17,0.496,68.87,0.703,"0",0,"1",0.81,-10.773,"0",1,2017-11-09,0.123,130.724,0.785,"2017","Fall",0,1
0.46,0.695,179.172,0.573,"0",0.0734,"4",0.482,-8.597,"0",67,2017-12-22,0.106,99.939,0.408,"2017","Winter",1,67
0.000771,0.973,228,0.584,"0",0.92,"0",0.101,-9.002,"0",0,2017-06-30,0.0488,125.936,0.656,"2017","Summer",0,0
0.316,0.824,127.138,0.296,"0",0.0115,"10",0.0742,-13.56,"1",65,2017-06-24,0.138,75.008,0.287,"2017","Summer",1,65
0.786,0.576,198.14,0.303,"0",0,"1",0.0993,-10.359,"1",62,2017-06-23,0.0489,77.872,0.753,"2017","Summer",1,62
0.0327,0.514,40.344,0.604,"0",0,"9",0.743,-11.619,"1",1,2017-10-26,0.154,67.343,0.864,"2017","Fall",0,1
0.913,0,205.161,0.000164,"0",0.91,"10",0.155,-31.221,"0",64,2017-10-14,0,0,0,"2017","Fall",1,64
0.000789,0.445,236.364,0.934,"0",0.00499,"4",0.535,-5.852,"1",0,2017-12-15,0.0785,132.055,0.269,"2017","Winter",0,0
1.54e-06,0.193,191.781,0.0541,"0",0.975,"1",0.378,-21.535,"1",64,2017-01-09,0.139,82.113,0.0261,"2017","Winter",1,64
0.00322,0.726,362.88,0.944,"0",0.836,"4",0.207,-6.663,"0",13,2018-04-13,0.0523,125.003,0.149,"2018","Spring",0,13
0.0723,0.954,196.17,0.537,"0",0.0569,"7",0.218,-6.871,"1",63,2017-04-28,0.0901,116.964,0.525,"2017","Spring",1,63
0.771,0.612,258.4,0.635,"0",0.141,"7",0.108,-7.951,"0",0,2020-10-20,0.0311,101.941,0.787,"2020","Fall",0,0
0.576,0.67,160.293,0.7,"1",5.34e-06,"1",0.226,-7.893,"1",63,2017-04-14,0.196,69.986,0.648,"2017","Spring",1,63
0.576,0.512,188.736,0.157,"1",0.982,"1",0.171,-25.81,"0",0,2017-02-09,0.0592,116.758,0.238,"2017","Winter",0,0
0.2,0.735,233.827,0.703,"0",0,"6",0.259,-4.249,"1",74,2017-08-25,0.0611,120.007,0.323,"2017","Summer",1,74
0.0205,0.771,382.367,0.837,"0",0.888,"1",0.139,-9.986,"1",5,2017-12-08,0.0408,113,0.424,"2017","Fall",0,5
0.0113,0.438,299.366,0.529,"0",0,"9",0.109,-9.224,"1",64,2017-04-07,0.0324,136.147,0.395,"2017","Spring",1,64
0.403,0.375,254.093,0.623,"0",0.000925,"10",0.273,-6.562,"1",0,2020-10-20,0.0448,200.113,0.863,"2020","Fall",0,0
0.189,0.965,214.648,0.414,"0",0,"1",0.0767,-6.408,"1",68,2017-05-18,0.0713,121.032,0.728,"2017","Spring",1,68
0.00739,0.807,437.952,0.82,"0",0.898,"11",0.0764,-8.013,"0",0,2017-06-22,0.161,123.025,0.364,"2017","Summer",0,0
0.938,0.566,194.64,0.231,"0",2.58e-06,"11",0.109,-13.718,"1",61,2017-04-28,0.0314,104.136,0.616,"2017","Spring",1,61
0.85,0.454,158.291,0.276,"0",0.0355,"4",0.113,-11.455,"1",0,2018-05-18,0.0281,87.136,0.252,"2018","Spring",0,0
0.0536,0.552,248.613,0.731,"1",0,"7",0.258,-6.873,"1",64,2017-04-14,0.615,174.516,0.632,"2017","Spring",1,64
0.0375,0.923,130.375,0.172,"1",0.0202,"10",0.0827,-15.646,"0",0,2020-01-01,0.385,100.046,0.176,"2020","Winter",0,0
0.054,0.614,220.291,0.615,"0",0,"0",0.0921,-6.7,"0",72,2017-10-06,0.0444,95.941,0.374,"2017","Fall",1,72
0.766,0.523,115.656,0.8,"0",1.9e-05,"0",0.177,-5.242,"0",0,2020-11-05,0.381,110.571,0.183,"2020","Fall",0,0
0.282,0.832,198.707,0.608,"0",0,"6",0.0761,-6.042,"0",69,2017-01-20,0.0385,94.013,0.589,"2017","Winter",1,69
5.29e-05,0.768,482.449,0.899,"0",0.908,"1",0.089,-7.179,"1",0,2017-12-11,0.0636,123.945,0.381,"2017","Fall",0,0
0.174,0.773,126.043,0.605,"1",0,"0",0.329,-4.223,"0",64,2017-04-14,0.0579,128.16,0.425,"2017","Spring",1,64
0.411,0.64,401.271,0.715,"0",0.63,"0",0.782,-8.105,"1",3,2017-05-24,0.0461,96.008,0.459,"2017","Spring",0,3
0.041,0.482,194.482,0.766,"0",0,"6",0.247,-5.251,"1",61,2017-04-07,0.0401,155.915,0.635,"2017","Spring",1,61
0.249,0.415,250.734,0.684,"0",0.241,"9",0.25,-5.488,"0",0,2018-02-19,0.0431,76.497,0.437,"2018","Winter",0,0
0.0757,0.743,278.084,0.679,"1",0,"10",0.347,-8.295,"0",63,2017-09-01,0.286,147.752,0.618,"2017","Summer",1,63
0.0706,0.826,214.137,0.643,"1",0,"2",0.385,-6.258,"0",0,2017-12-31,0.0422,120.055,0.693,"2017","Winter",0,0
7.26e-05,0.544,128.68,0.771,"1",8.47e-06,"9",0.101,-6.411,"1",65,2017-06-08,0.0469,158.274,0.357,"2017","Spring",1,65
0.834,0.616,245.409,0.591,"0",0.442,"6",0.092,-7.354,"1",0,2018-02-19,0.0405,119.35,0.037,"2018","Winter",0,0
0.105,0.44,258.188,0.413,"1",3.4e-05,"0",0.0997,-7.365,"0",68,2017-04-28,0.0407,86.911,0.141,"2017","Spring",1,68
0.843,0.442,286.581,0.735,"0",0.939,"8",0.105,-14.163,"1",0,2018-02-19,0.0696,198.041,0.206,"2018","Winter",0,0
0.249,0.704,271.08,0.69,"0",0,"6",0.123,-5.451,"1",72,2017-03-17,0.16,144.045,0.402,"2017","Spring",1,72
0.383,0.59,91.636,0.226,"0",0.88,"2",0.112,-12.146,"1",0,2018-02-19,0.0383,110.84,0.0878,"2018","Winter",0,0
0.42,0.71,181.51,0.662,"0",0,"10",0.0723,-5.947,"0",69,2017-08-25,0.175,130.037,0.755,"2017","Summer",1,69
0.804,0.565,348.525,0.133,"0",0.908,"9",0.112,-16.292,"0",0,2018-02-19,0.0378,126.984,0.0388,"2018","Winter",0,0
0.749,0.435,268.667,0.625,"0",0,"10",0.0806,-8.338,"1",64,2017-10-06,0.516,85.988,0.395,"2017","Fall",1,64
0.577,0.494,152,0.665,"0",0.616,"9",0.416,-13.506,"0",0,2018-02-19,0.038,119.992,0.125,"2018","Winter",0,0
0.558,0.334,273.107,0.397,"0",0.0774,"7",0.126,-7.993,"1",66,2017-05-26,0.0284,93.445,0.035,"2017","Spring",1,66
0.392,0.241,186.137,0.383,"0",0.757,"5",0.273,-10.927,"1",0,2018-02-19,0.0354,111.477,0.0383,"2018","Winter",0,0
0.738,0.599,246.327,0.396,"0",2.19e-05,"10",0.102,-10.489,"0",64,2017-01-20,0.0392,111.072,0.134,"2017","Winter",1,64
0.0657,0.31,157.405,0.419,"0",0.801,"9",0.14,-11.508,"0",0,2018-02-19,0.0377,126.87,0.0887,"2018","Winter",0,0
0.396,0.787,124.232,0.435,"1",0,"11",0.0713,-12.083,"0",62,2017-05-12,0.649,169.99,0.204,"2017","Spring",1,62
0.0463,0.668,172.507,0.804,"1",1.12e-06,"1",0.148,-4.242,"1",0,2017-09-22,0.0776,168.006,0.781,"2017","Fall",0,0
0.922,0.804,150.967,0.577,"0",0.939,"10",0.113,-14.929,"1",64,2017-05-16,0.14,79.486,0.181,"2017","Spring",1,64
0.000789,0.445,236.364,0.934,"0",0.00499,"4",0.535,-5.852,"1",0,2017-11-24,0.0785,132.055,0.269,"2017","Fall",0,0
0.169,0,133.413,0.0598,"0",0.992,"1",0.814,-26.741,"1",65,2017-01-09,0,0,0,"2017","Winter",1,65
0.0607,0.547,246.24,0.294,"1",0.786,"7",0.0933,-10.202,"1",63,2017-10-13,0.0482,105.027,0.11,"2017","Fall",1,63
0.0481,0.809,392.195,0.593,"0",0.00986,"6",0.0513,-9.675,"0",0,2017-12-08,0.139,123.012,0.886,"2017","Fall",0,0
0.201,0.0551,216.475,0.0644,"0",0.903,"1",0.412,-30.22,"1",64,2017-01-09,0.0662,65.613,0.0216,"2017","Winter",1,64
0.00712,0.66,435.84,0.708,"0",0.837,"5",0.153,-7.695,"0",0,2017-11-09,0.0389,125.001,0.0948,"2017","Fall",0,0
0.156,0.712,126.344,0.726,"1",0,"8",0.292,-7.987,"1",61,2017-06-27,0.273,146.766,0.771,"2017","Summer",1,61
4.59e-05,0.444,234.597,0.679,"0",0.898,"4",0.324,-8.414,"0",0,2020-12-31,0.0302,150.035,0.203,"2020","Winter",0,0
0.0362,0.597,149.293,0.721,"0",0,"9",0.0832,-6.422,"1",61,2017-08-04,0.0356,132.054,0.437,"2017","Summer",1,61
0.944,0.545,65.646,0.468,"1",0.0109,"2",0.226,-12.317,"0",0,2018-01-12,0.0852,67.014,0.797,"2018","Winter",0,0
0.0984,0.0574,169.331,0.496,"0",0,"1",0.811,-32.727,"1",65,2017-01-09,0.157,52.764,0.0273,"2017","Winter",1,65
0.0169,0.702,169.006,0.974,"0",0.00431,"0",0.201,-3.217,"1",3,2018-06-01,0.325,126.019,0.342,"2018","Spring",0,3
0.137,0.746,214.827,0.798,"1",0,"0",0.139,-8.382,"1",63,2017-04-14,0.349,109.968,0.553,"2017","Spring",1,63
0.003,0.665,252.213,0.765,"0",2.59e-05,"7",0.158,-6.462,"1",0,2017-02-01,0.0335,127.997,0.646,"2017","Winter",0,0
0.801,0.568,273.059,0.597,"0",0.17,"10",0.309,-9.631,"1",65,2017-08-17,0.0405,105.415,0.197,"2017","Summer",1,65
0.614,0.659,72.934,0.61,"1",0.205,"0",0.0696,-6.521,"0",0,2017-08-04,0.0301,111.012,0.796,"2017","Summer",0,0
0.114,0.762,97.96,0.604,"0",0,"7",0.0271,-5.296,"0",67,2018-10-16,0.11,168.007,0.847,"2018","Fall",1,67
0.00014,0.647,222.933,0.79,"0",0.0061,"8",0.0599,-5.502,"1",1,2018-06-01,0.0307,128.023,0.904,"2018","Spring",0,1
0.121,0.803,171.968,0.485,"0",0,"1",0.092,-6.491,"1",69,2018-12-14,0.0365,127.01,0.422,"2018","Fall",1,69
0.115,0.772,216.727,0.498,"1",0,"8",0.0898,-7.661,"1",66,2018-04-20,0.649,81.817,0.351,"2018","Spring",1,66
0.0239,0.773,401.25,0.701,"0",0.688,"7",0.0909,-7.977,"1",0,2018-05-15,0.0602,128.007,0.631,"2018","Spring",0,0
0.905,0.266,201.933,0.0596,"0",7.07e-05,"0",0.132,-18.515,"1",72,2018-08-10,0.0363,181.74,0.143,"2018","Summer",1,72
0.0689,0.607,129.474,0.407,"0",0.609,"5",0.158,-12.184,"1",2,2018-06-29,0.0274,87.856,0.513,"2018","Summer",0,2
0.0133,0.705,264.853,0.784,"1",0,"2",0.168,-6.477,"1",62,2018-06-16,0.271,160.035,0.377,"2018","Summer",1,62
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-05-15,0.0303,118.017,0.461,"2019","Spring",0,0
0.549,0.401,207.72,0.507,"0",0,"2",0.164,-7.001,"1",67,2018-04-13,0.089,180.159,0.236,"2018","Spring",1,67
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-07-25,0.0303,118.017,0.461,"2019","Summer",0,0
0.86,0.567,272.347,0.434,"0",0.257,"7",0.115,-12.755,"0",68,2018-10-05,0.0349,82.459,0.254,"2018","Fall",1,68
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-06-15,0.0303,118.017,0.461,"2019","Summer",0,0
0.184,0.8,226.2,0.74,"0",0,"10",0.0558,-4.52,"0",73,2018-12-14,0.0479,90.035,0.775,"2018","Fall",1,73
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-03-11,0.0303,118.017,0.461,"2019","Winter",0,0
0.725,0.746,163.893,0.532,"0",6.67e-06,"10",0.101,-8.336,"1",71,2018-06-18,0.0649,121.375,0.976,"2018","Summer",1,71
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-03-07,0.0303,118.017,0.461,"2019","Winter",0,0
0.262,0.606,228.147,0.775,"1",0,"5",0.1,-4.269,"0",68,2018-04-27,0.0671,164.02,0.307,"2018","Spring",1,68
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-04-15,0.0303,118.017,0.461,"2019","Spring",0,0
0.0403,0.594,221.2,0.621,"0",0,"6",0.117,-6.23,"1",63,2018-06-01,0.0274,77.005,0.679,"2018","Spring",1,63
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-11-15,0.0303,118.017,0.461,"2019","Fall",0,0
0.145,0.652,261.8,0.591,"0",5.65e-06,"11",0.164,-7.274,"0",67,2018-04-27,0.0418,121.873,0.274,"2018","Spring",1,67
0.000155,0.77,225.884,0.587,"0",0.866,"2",0.115,-11.795,"1",0,2020-02-04,0.0425,111,0.199,"2020","Winter",0,0
0.266,0.81,271.067,0.458,"1",0,"4",0.174,-7.495,"0",66,2018-10-19,0.105,125.049,0.493,"2018","Fall",1,66
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-02-15,0.0303,118.017,0.461,"2019","Winter",0,0
0.177,0.856,219.307,0.652,"1",0,"1",0.193,-5.324,"1",65,2018-02-09,0.143,97.017,0.471,"2018","Winter",1,65
0.039,0.711,384,0.538,"0",0.00106,"9",0.127,-8.484,"0",0,2018-12-17,0.118,99.992,0.335,"2018","Winter",0,0
0.0935,0.814,200.774,0.635,"1",0,"7",0.0892,-6.609,"0",67,2018-07-13,0.0809,87.581,0.784,"2018","Summer",1,67
0.0113,0.487,249.444,0.982,"0",0.831,"1",0.659,-4.665,"0",0,2020-03-25,0.198,175.001,0.168,"2020","Spring",0,0
0.165,0.694,215.08,0.831,"0",0.000892,"9",0.25,-7.288,"1",70,2018-04-17,0.0301,125.901,0.98,"2018","Spring",1,70
0.432,0.167,260.949,0.465,"0",0.913,"8",0.131,-12.752,"0",0,2018-05-18,0.0426,88.384,0.0353,"2018","Spring",0,0
0.907,0.402,238.013,0.151,"0",0,"4",0.0941,-14.227,"0",71,2018-02-09,0.0395,144.293,0.483,"2018","Winter",1,71
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-02-05,0.0303,118.017,0.461,"2019","Winter",0,0
0.0173,0.74,181.714,0.592,"1",0,"1",0.276,-5.003,"0",67,2018-09-13,0.0879,140.093,0.379,"2018","Summer",1,67
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-08-25,0.0303,118.017,0.461,"2019","Summer",0,0
0.00039,0.354,207.987,0.942,"0",6.36e-06,"7",0.431,-3.245,"1",66,2018-05-04,0.237,119.992,0.242,"2018","Spring",1,66
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-09-15,0.0303,118.017,0.461,"2019","Fall",0,0
0.136,0.57,213.183,0.684,"0",0,"6",0.205,-7.054,"1",63,2018-10-12,0.0465,89.012,0.531,"2018","Fall",1,63
0.802,0.431,204.347,0.195,"0",0,"5",0.0862,-13.207,"1",68,2018-11-19,0.0518,80.983,0.157,"2018","Fall",1,68
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-12-15,0.0303,118.017,0.461,"2019","Winter",0,0
0.112,0.832,139.851,0.346,"0",1.29e-05,"0",0.0945,-9.64,"1",67,2018-06-04,0.036,98.512,0.688,"2018","Spring",1,67
0.479,0.617,290.202,0.915,"0",0.000102,"2",0.684,-7.538,"0",0,2020-11-05,0.195,110.051,0.59,"2020","Fall",0,0
0.487,0.798,131,0.0841,"0",0.8,"11",0.239,-12.673,"1",68,2018-11-21,0.209,160.038,0.506,"2018","Fall",1,68
0.00208,0.336,209.732,0.806,"0",0.845,"1",0.63,-8.015,"0",0,2018-04-17,0.0541,109.92,0.106,"2018","Spring",0,0
0.872,0.802,195.066,0.414,"0",0,"7",0.0863,-10.635,"1",69,2018-01-17,0.0776,131.952,0.377,"2018","Winter",1,69
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-10-15,0.0303,118.017,0.461,"2019","Fall",0,0
0.328,0.631,212.745,0.44,"0",0,"1",0.239,-5.948,"1",64,2018-05-18,0.028,136.033,0.418,"2018","Spring",1,64
0.108,0.579,143.861,0.69,"0",0,"2",0.14,-10.428,"1",5,2018-06-29,0.0405,155.744,0.782,"2018","Summer",0,5
0.177,0.754,229.72,0.854,"1",0,"5",0.0808,-3.449,"0",74,2018-11-16,0.0608,75.002,0.8,"2018","Fall",1,74
0.0429,0.607,138.304,0.477,"0",0.746,"10",0.166,-12.105,"1",4,2018-06-29,0.053,124.806,0.855,"2018","Summer",0,4
0.186,0.573,185.547,0.441,"0",0,"6",0.61,-5.799,"0",70,2018-02-23,0.0758,61.657,0.389,"2018","Winter",1,70
0.0807,0.518,213.6,0.62,"0",0.951,"9",0.13,-10.438,"0",0,2019-03-15,0.0303,118.017,0.461,"2019","Spring",0,0
0.263,0.476,230.027,0.718,"1",0.00261,"5",0.109,-7.227,"0",69,2018-03-30,0.149,183.932,0.361,"2018","Spring",1,69
0.00017,0.68,246.899,0.714,"0",0.9,"7",0.0471,-3.305,"1",0,2020-03-25,0.215,149.998,0.0759,"2020","Spring",0,0
7.74e-05,0.899,151.667,0.535,"1",0,"1",0.12,-6.423,"1",66,2018-10-15,0.178,145.02,0.183,"2018","Fall",1,66
0.00049,0.476,307.43,0.943,"0",0.649,"7",0.241,-3.743,"1",0,2020-03-25,0.279,175.028,0.0396,"2020","Spring",0,0
0.952,0.748,126.25,0.265,"0",0.917,"8",0.0866,-12.074,"0",69,2018-02-09,0.229,77.009,0.14,"2018","Winter",1,69
0.00356,0.462,256.275,0.726,"0",0.00125,"9",0.396,-10.2,"1",0,2016-01-01,0.0456,159.848,0.547,"2016","Winter",0,0
0.193,0.685,217.287,0.508,"0",0,"0",0.139,-6.4,"1",70,2018-03-16,0.0987,99.063,0.315,"2018","Spring",1,70
0.0383,0.532,241.336,0.999,"0",0.857,"11",0.0627,-2.075,"0",0,2020-03-25,0.311,160.076,0.0692,"2020","Spring",0,0
0.000278,0.761,196.282,0.637,"1",0,"10",0.251,-5.432,"0",66,2018-12-21,0.313,185.904,0.374,"2018","Winter",1,66
0.0341,0.505,290.035,1,"0",0.731,"4",0.0434,-4.05,"0",0,2020-03-25,0.0943,148,0.0385,"2020","Spring",0,0
0.161,0.512,367.68,0.451,"0",0,"5",0.0672,-7.222,"0",76,2018-06-01,0.131,80.04,0.368,"2018","Spring",1,76
0.184,0.4,357.056,0.474,"0",0.00336,"11",0.105,-9.952,"0",0,2016-01-01,0.0314,110.033,0.0846,"2016","Winter",0,0
0.107,0.847,227.387,0.603,"1",7.4e-06,"0",0.106,-4.607,"0",69,2018-08-17,0.0397,114.045,0.735,"2018","Summer",1,69
0.00463,0.553,368.445,0.761,"0",0.0409,"9",0.107,-10.384,"1",0,2016-01-01,0.0366,99.988,0.27,"2016","Winter",0,0
0.0149,0.921,191.252,0.467,"1",0.000238,"1",0.334,-8.443,"1",68,2018-04-06,0.119,135.995,0.287,"2018","Spring",1,68
0.00014,0.647,222.933,0.79,"0",0.00559,"8",0.0599,-5.502,"1",1,2018-12-07,0.0307,128.023,0.904,"2018","Fall",0,1
0.191,0.675,211.92,0.23,"1",0,"1",0.104,-10.363,"0",67,2018-11-06,0.204,173.962,0.101,"2018","Fall",1,67
0.00119,0.797,193.376,0.974,"0",0.871,"7",0.159,-5.968,"0",0,2019-12-06,0.0949,124.019,0.176,"2019","Fall",0,0
0.337,0.795,346.46,0.751,"1",0,"8",0.0983,-3.661,"1",73,2018-03-16,0.0675,113.033,0.537,"2018","Spring",1,73
0.00168,0.749,410.233,0.705,"0",0.874,"6",0.132,-12.082,"0",0,2018-12-31,0.0678,128.997,0.0804,"2018","Winter",0,0
0.568,0.851,235.545,0.541,"1",0,"0",0.13,-6.825,"1",75,2018-05-30,0.0505,124.959,0.448,"2018","Spring",1,75
0.0586,0.81,309.787,0.906,"0",0.0749,"10",0.112,-4.957,"1",0,2018-03-15,0.0312,113.015,0.973,"2018","Spring",0,0
0.485,0.855,133.691,0.562,"1",7.89e-06,"9",0.112,-7.099,"0",69,2018-09-18,0.299,164.053,0.193,"2018","Fall",1,69
0.00519,0.746,385.813,0.831,"0",0.302,"6",0.106,-6.388,"0",0,2018-03-15,0.0391,124.056,0.824,"2018","Spring",0,0
0.131,0.43,211.68,0.606,"0",0,"4",0.173,-5.115,"0",75,2018-12-14,0.0431,169.988,0.123,"2018","Fall",1,75
0.873,0.632,343.992,0.43,"0",1.94e-05,"11",0.702,-6.441,"1",2,2019-05-15,0.0301,115.755,0.0984,"2019","Spring",0,2
0.00317,0.916,152.693,0.625,"1",0,"2",0.0933,-7.36,"1",63,2018-11-23,0.241,128.094,0.46,"2018","Fall",1,63
0.00146,0.566,274.837,0.889,"0",0.682,"9",0.0842,-8.544,"1",0,2020-12-31,0.0959,104.988,0.286,"2020","Winter",0,0
0.0372,0.706,217.405,0.559,"1",0,"4",0.379,-5.216,"0",66,2018-05-04,0.0416,78.534,0.252,"2018","Spring",1,66
0.426,0.84,233.534,0.711,"0",0.00013,"7",0.109,-8.53,"1",0,2018-12-09,0.0338,120.04,0.579,"2018","Fall",0,0
0.0335,0.785,166.627,0.425,"1",4.36e-06,"10",0.108,-6.665,"1",71,2018-08-03,0.137,174.028,0.192,"2018","Summer",1,71
0.0587,0.734,198.074,0.46,"0",0.822,"2",0.11,-13.902,"1",0,2017-12-02,0.0607,99.985,0.727,"2017","Fall",0,0
0.152,0.467,122.07,0.553,"0",0.683,"6",0.291,-9.692,"0",66,2018-07-07,0.1,144.943,0.39,"2018","Summer",1,66
0.176,0.61,42.66,0.95,"0",0,"4",0.562,-7.019,"0",1,2019-03-07,0.316,135.247,0.897,"2019","Winter",0,1
0.27,0.659,164.01,0.615,"0",0,"11",0.187,-5.865,"0",76,2018-06-22,0.0644,119.843,0.193,"2018","Summer",1,76
0.0111,0.576,236.117,0.961,"0",0.00839,"9",0.35,-6.094,"0",3,2018-09-28,0.0394,126.99,0.959,"2018","Fall",0,3
0.223,0.815,177.667,0.518,"0",0,"7",0.104,-6.594,"0",68,2018-10-16,0.0897,151.891,0.877,"2018","Fall",1,68
0.965,0.797,31.078,0.363,"0",0,"10",0.352,-13.936,"0",2,2018-12-27,0.915,60.663,0.967,"2018","Winter",0,2
0.395,0.597,229.76,0.417,"0",8.35e-06,"2",0.128,-7.952,"1",64,2018-10-05,0.0502,143.839,0.263,"2018","Fall",1,64
0.943,0.727,42.422,0.417,"0",0,"4",0.185,-13.944,"0",2,2018-12-27,0.637,104.246,0.905,"2018","Winter",0,2
0.167,0.28,256.163,0.821,"1",0,"8",0.139,-2.864,"0",65,2018-08-10,0.111,181.444,0.254,"2018","Summer",1,65
0.0961,0.656,40.61,0.879,"0",0,"7",0.366,-6.078,"1",1,2019-03-07,0.324,132.231,0.585,"2019","Winter",0,1
